subject,predicate,object,truth,adamic_adar,katz,jaccard,kl,degree_product,kl_rel,ks,simrank,pathent,predpath,pra,ensemble_score
http://dbpedia.org/resource/Max_Mirnyi,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Lamar,_Missouri",0,0.0,0.0,0.0,0.052678,868.0,0.049303,0.01758,4e-05,-14.63769,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Mike_Bryan,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oxford,0,0.0,0.001,0.0,0.053157,183876.0,0.058933,0.025101,8.7e-05,70.73513,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Frank_Lloyd_Wright,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Philadelphia,0,0.0,0.005625,0.0,0.067949,1771929.0,0.125741,0.072243,0.000211,529.92049,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ferdinand_von_Mueller,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minsk,0,0.0,0.00025,0.0,0.053448,49640.0,0.075642,0.033716,4e-06,15.66605,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Karel_Čapek,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oklahoma_City_Thunder,0,0.0,0.0,0.0,0.050342,4836.0,0.059657,0.021654,6e-06,-12.159768,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ben_Gordon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Washington_Wizards,0,0.0,0.01075,0.0,0.073426,10992.0,0.077754,0.034052,0.000256,1395.267209,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Billy_Preston,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Utah_Jazz,0,0.0,0.0005,0.0,0.064692,27005.0,0.077867,0.031582,1e-05,37.441287,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Anerood_Jugnauth,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Slovenia,0,0.0,0.000125,0.0,0.055097,996177.0,0.065493,0.029822,1e-06,8.303306,0.0,0.0,0.12533857648172914
http://dbpedia.org/resource/Kanye_West,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Los_Angeles,0,2.714646,0.11425,0.000516,0.076298,6245604.0,0.218818,0.105969,0.000108,4105.359973,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Shakira,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Staten_Island,0,0.0,0.001,0.0,0.070902,68709.0,0.099394,0.061585,4e-05,290.071297,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ai_Sugiyama,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Victoria,_British_Columbia",0,0.0,0.00025,0.0,0.06023,41490.0,0.072817,0.020074,2.3e-05,12.399284,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Todd_Woodbridge,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Adelaide,0,2.581006,0.107625,0.002422,0.098017,168640.0,0.147122,0.162798,0.000686,47494.239374,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Oscar_Wilde,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hope,_Arkansas",0,0.0,0.000125,0.0,0.056708,3538.0,0.055032,0.035065,2.4e-05,-3.120812,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Natasha_Zvereva,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,0,0.0,0.00075,0.0,0.059503,471072.0,0.084704,0.024835,0.000103,55.064043,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ella_Fitzgerald,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Gary,_Indiana",0,0.0,0.0,0.0,0.06362,15810.0,0.075326,0.052479,0.00012,-10.451169,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Immanuel_Kant,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Mumbai,0,0.0,0.001,0.0,0.06371,1631225.0,0.099674,0.040933,1.4e-05,136.950928,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/William_Ewart_Gladstone,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Edina,_Minnesota",0,0.0,0.0,0.0,0.053392,32130.0,0.054943,0.027912,8e-06,-9.428617,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Rudyard_Kipling,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chennai,0,0.0,0.01325,0.0,0.05681,146394.0,0.101867,0.038361,0.000166,1558.894505,1.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Monica_Seles,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Edinburgh,0,0.0,0.000625,0.0,0.061226,165510.0,0.095828,0.029295,5e-05,41.092026,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ron_Paul,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Tokyo,0,0.0,0.000875,0.0,0.053211,216070.0,0.0765,0.044504,2.3e-05,63.372594,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Robin_Williams,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Queens,0,0.0,0.002375,0.0,0.079048,118800.0,0.142449,0.08682,6.6e-05,240.959886,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/William_Healey_Dall,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,1,0.239556,0.015875,0.000173,0.072431,897280.0,0.105308,0.063008,2.3e-05,1777.695835,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Yves_Meyer,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/France,1,1.301276,11.6405,6.4e-05,0.083029,750744.0,0.871134,0.138116,0.003829,7349.250183,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Samuel_Greenhouse,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/The_Bronx,1,0.0,0.00025,0.0,0.058686,15656.0,0.068574,0.040858,9.2e-05,14.556291,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Robert_Bentley_(botanist),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Hitchin,1,0.136789,0.020125,0.008065,0.076347,600.0,0.119085,0.027892,0.000472,8480.441562,1.0,1.0,0.9715515015965954
http://dbpedia.org/resource/William_Shadish,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_(state),1,0.0,0.31675,0.0,0.058146,147833.0,0.095915,0.044751,0.000189,3183.176759,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Rogers_H._Wright,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hoxie,_Arkansas",1,0.125508,0.002875,0.083333,0.090522,40.0,0.109293,0.02779,0.003966,40.052331,1.0,1.0,0.9715191581804629
http://dbpedia.org/resource/Thomas_D._Cook,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Birkenhead,1,0.090748,0.03725,0.00177,0.054525,5560.0,0.083068,0.028097,6e-05,29160.954528,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Micha_Sharir,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Israel,1,1.648047,2.213,0.001122,0.10436,96048.0,0.858573,0.250891,0.000519,4457.823527,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Richard_Woodcock,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oregon,1,0.442055,0.114,0.000461,0.079952,51888.0,0.123393,0.04729,0.000169,5169.520802,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Stephanie_Kwolek,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Pennsylvania,1,0.124076,0.179,6.8e-05,0.062093,175668.0,0.108205,0.047492,0.000316,3940.950918,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Paul_Milgrom,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Michigan,1,0.120377,0.34075,0.000123,0.064097,138142.0,0.105382,0.045018,0.000147,3014.289381,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Peter_F._Green,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Jamaica,1,0.0,0.0,0.0,0.051667,9198.0,0.06426,0.030689,1.5e-05,-11.232361,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Leon_Kass,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,1,0.106192,0.634375,9.3e-05,0.060522,85672.0,0.094349,0.036968,9.7e-05,2662.783074,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Leo_Postman,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Saint_Petersburg,1,0.094737,0.1805,0.000276,0.053736,28928.0,0.085893,0.032111,0.000114,2777.565155,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Thomas_Oakland,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Wisconsin,1,0.270294,0.517375,0.000285,0.06562,70070.0,0.152286,0.042971,0.000286,2228.207804,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Leon_Kass,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,0,0.0,0.00325,0.0,0.060353,44864.0,0.083876,0.036413,4.5e-05,335.761165,0.0,1.0,0.961020241088313
http://dbpedia.org/resource/Norman_Rostoker,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Irvine,_California",0,0.0,0.049125,0.0,0.145756,2106.0,0.893524,0.167647,0.000192,4970.274618,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/W._Horsley_Gantt,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/United_States,0,0.434854,23.80025,2.9e-05,0.077981,1637388.0,0.871134,0.100813,0.00015,3486.438019,1.0,0.0,0.2019127800176745
http://dbpedia.org/resource/Neil_Gordon_(paediatrician),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/United_Kingdom,0,0.670434,9.478625,4.9e-05,0.083198,549522.0,0.871134,0.133118,0.001197,2513.860296,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Rogers_H._Wright,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/California,0,0.224663,3.623375,8.2e-05,0.090115,121340.0,0.893524,0.104858,0.000155,8063.681257,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/William_Howard_Stein,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Scarsdale,_New_York",0,0.099153,0.008875,0.0125,0.064867,380.0,0.08101,0.025513,0.000648,3072.850803,1.0,1.0,0.9715515015965954
http://dbpedia.org/resource/Leonard_Broom,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Santa_Barbara,_California",0,0.165753,0.1085,0.001328,0.131371,7440.0,0.893524,0.149119,7.5e-05,4749.200171,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Robert_Bell_(geologist),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Canada,0,0.252986,9.842375,6.7e-05,0.088502,237664.0,0.893524,0.182272,0.000255,3213.646539,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Simon_Biesheuvel,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Cape_Town,0,0.108342,0.148,0.000585,0.065122,11921.0,0.095555,0.038376,0.000378,3498.492593,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kensington,0,0.215762,0.117875,0.001326,0.133689,67156.0,0.893524,0.168825,0.000114,6534.39068,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Nalini_Balbir,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Munich,0,0.0,0.0,0.0,0.052838,12940.0,0.051213,0.027476,1.8e-05,-10.740003,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/William_Shadish,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Mariposa,_California",0,0.0,0.00425,0.0,0.244436,154.0,0.893524,0.243899,0.000423,823.334474,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/William_Silverman,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Greenbrae,_California",0,0.0,0.00575,0.0,0.210031,172.0,0.893524,0.214984,0.000149,1082.920123,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Kenneth_G._Wilson,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Saco,_Maine",0,0.0,0.015625,0.0,0.19326,1300.0,0.893524,0.189227,0.000119,5018.438672,1.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Nanda_Rea,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Fermi_Gamma-ray_Space_Telescope,0,0.0,0.0,0.0,0.059672,25.0,0.032831,0.011827,4.8e-05,-19.75536,1.0,1.0,0.9778133666144924
